Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ )
10172,Assam,Construction of boundary walls of existing public and community buildings,WS/MP18021/2025-2026/267290,GOALPARA(Deputy Commissioner Goalpara_IDA),RAKIBUL HUSSAIN,DHUBRI,12-Mar-26,Paschim Kathuri Pre Senior Madrassa at Kathuri,Payment Success,300000
10173,Assam,Construction of boundary walls of existing public and community buildings,WS/MP18021/2025-2026/267290,GOALPARA(Deputy Commissioner Goalpara_IDA),RAKIBUL HUSSAIN,DHUBRI,30-Jul-26,Paschim Kathuri Pre Senior Madrassa at Kathuri,Payment Success,200000
10174,Haryana,Providing CCTV camera system for security of public areas,WS/MP18066/2025-2026/238500,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SIRSA(SC),07-Apr-26,Shree Bala Ji Computer,Payment Success,43150
10175,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18306/2025-2026/185867,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),DR. M.P ABDUSSAMAD SAMADANI,PONNANI,16-May-26,PP MANI,Payment Success,159975
10176,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18306/2025-2026/185870,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),DR. M.P ABDUSSAMAD SAMADANI,PONNANI,15-May-26,PP MANI,Payment Success,159994
10177,West Bengal,Construction of community centers and community halls,WS/MP18277/2025-2026/149810,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,24-Mar-26,ASIB ENTERPRISE,Payment Success,5758516
10178,Andhra Pradesh,Construction of public irrigation facilities,WS/MP18004/2026-2027/193217,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Gumma Thanuja Rani,ARAKU(ST),09-Jul-26,ATCHUTA RAO REDDI,Payment Success,498266
10179,Andhra Pradesh,Providing drains and gutters for public drainage,WS/MP18004/2026-2027/193220,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Gumma Thanuja Rani,ARAKU(ST),10-Jul-26,ATCHUTA RAO REDDI,Payment Success,399407
10180,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18004/2025-2026/197281,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Gumma Thanuja Rani,ARAKU(ST),04-Apr-26,ATCHUTA RAO REDDI,Payment Success,290755
10181,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18004/2025-2026/193228,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Gumma Thanuja Rani,ARAKU(ST),28-Jul-26,ATCHUTA RAO REDDI,Payment Success,291724
10182,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18004/2025-2026/193184,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Gumma Thanuja Rani,ARAKU(ST),28-Jul-26,ATCHUTA RAO REDDI,Payment Success,200000
10183,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18004/2025-2026/197623,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Gumma Thanuja Rani,ARAKU(ST),13-Mar-26,ATCHUTA RAO REDDI,Payment Success,189962
10184,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18004/2025-2026/197622,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Gumma Thanuja Rani,ARAKU(ST),13-Mar-26,ATCHUTA RAO REDDI,Payment Success,189962
10185,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18004/2025-2026/197284,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Gumma Thanuja Rani,ARAKU(ST),14-Mar-26,ATCHUTA RAO REDDI,Payment Success,259516
10186,Andhra Pradesh,Construction of culverts and bridges,WS/MP18004/2025-2026/193197,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Gumma Thanuja Rani,ARAKU(ST),14-Jun-26,ATCHUTA RAO REDDI,Payment Success,482897
10187,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18004/2025-2026/197217,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Gumma Thanuja Rani,ARAKU(ST),14-Jun-26,ATCHUTA RAO REDDI,Payment Success,396358
10188,Punjab,Street lights,WS/MP716/2025-2026/189735,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,24-Mar-26,GUPTA ENTERPRISES,Payment Success,150000
10189,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18306/2025-2026/185869,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),DR. M.P ABDUSSAMAD SAMADANI,PONNANI,19-Jun-26,SHAMEER M,Payment Success,160603
10190,Arunachal Pradesh,Construction of culverts and bridges,WS/MP533/2025-2026/260053,LOWER SUBANSIRI(Deputy Commissioner Lower Subansir_IDA),Kiren Rijiju,ARUNACHAL WEST,20-Mar-26,DP Enterprises,Payment Success,298108
10191,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP825/2025-2026/231469,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Prasun Banerjee,HOWRAH,17-Mar-26,BENGAL CONSTRUCTION,Payment Success,1235774
10192,Arunachal Pradesh,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP533/2025-2026/260070,LOWER SUBANSIRI(Deputy Commissioner Lower Subansir_IDA),Kiren Rijiju,ARUNACHAL WEST,20-Mar-26,Nomo Enterprises,Payment Success,387200
10193,Arunachal Pradesh,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP533/2025-2026/260070,LOWER SUBANSIRI(Deputy Commissioner Lower Subansir_IDA),Kiren Rijiju,ARUNACHAL WEST,20-Mar-26,Nomo Enterprises,Payment Success,305780
10194,Bihar,Construction of common work sheds/ common covered sitting area,WS/MP18039/2025-2026/227185,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),RAJESH VERMA,KHAGARIA,16-Mar-26,ASSISTANT ENGINEER LAEO WORKS DIVISION SAHARSA,Payment Success,323979
10195,Bihar,Construction of community centers and community halls,WS/MP558/2025-2026/253719,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Dinesh Chandra Yadav,MADHEPURA,20-May-26,ASSISTANT ENGINEER LAEO WORKS DIVISION SAHARSA,Payment Success,561429
10196,Bihar,Construction of community centers and community halls,WS/MP558/2025-2026/254107,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Dinesh Chandra Yadav,MADHEPURA,20-May-26,ASSISTANT ENGINEER LAEO WORKS DIVISION SAHARSA,Payment Success,148384
10197,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP558/2025-2026/268606,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Dinesh Chandra Yadav,MADHEPURA,23-Jun-26,ASSISTANT ENGINEER LAEO WORKS DIVISION SAHARSA,Payment Success,1497179
10198,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18039/2025-2026/162173,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),RAJESH VERMA,KHAGARIA,30-Jun-26,ASSISTANT ENGINEER LAEO WORKS DIVISION SAHARSA,Payment Success,990785
10199,Rajasthan,Development of playground,WS/MP18313/2025-2026/263540,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),16-May-26,JAI MAA VADIKHAND CONSTRUCTION AND BUILDING MATERIAL SUPPLIERS,Payment Success,499500
10200,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18313/2025-2026/193447,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),19-Mar-26,JAI MAA VADIKHAND CONSTRUCTION AND BUILDING MATERIAL SUPPLIERS,Payment Success,132844
10201,Rajasthan,Development of playground,WS/MP18313/2025-2026/263540,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),19-Apr-26,JAI MAA VADIKHAND CONSTRUCTION AND BUILDING MATERIAL SUPPLIERS,Payment Success,248561
10202,Rajasthan,Development of playground,WS/MP18313/2025-2026/193048,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),04-Aug-26,JAI MAA VADIKHAND CONSTRUCTION AND BUILDING MATERIAL SUPPLIERS,Payment Success,197078
10203,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18104/2025-2026/213694,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,02-Apr-26,Sarpanch Gram Panchayat Amladakalan,Payment Success,100000
10204,Karnataka,Construction of rooms and halls in school and colleges,WS/MP618/2025-2026/219773,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,17-Mar-26,BALACHANDRA SHANKARAPPA DASAR,Payment Success,375000
10205,Karnataka,Construction of rooms and halls in school and colleges,WS/MP618/2025-2026/219773,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,15-Jul-26,BALACHANDRA SHANKARAPPA DASAR,Payment Success,124888
10206,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18120/2025-2026/213055,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,13-Mar-26,ANIL BAKARAM CHOPADE,Payment Success,986725
10207,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18120/2026-2027/245366,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,19-Jun-26,ANIL BAKARAM CHOPADE,Payment Success,968574
10208,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18120/2026-2027/245367,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,19-Jun-26,ANIL BAKARAM CHOPADE,Payment Success,969475
10209,Karnataka,Construction of community centers and community halls,WS/MP618/2025-2026/181383,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,15-Jul-26,PARSAPPA RAMAPPA MADARAKHANDI,Payment Success,124945
10210,Karnataka,Construction of community centers and community halls,WS/MP618/2025-2026/181383,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,17-Mar-26,PARSAPPA RAMAPPA MADARAKHANDI,Payment Success,375000
10211,Tamil Nadu,Construction of bus-sheds or bus-stops,WS/MP18185/2025-2026/216866,TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA),ROBERT BRUCE C,TIRUNELVELI,13-Mar-26,USHA K,Payment Success,799714
10212,Punjab,Providing supply pipelines for drinking water,WS/MP716/2025-2026/210120,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,06-Apr-26,palla JCB,Payment Success,44000
10213,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18324/2025-2026/221541,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,17-Mar-26,RABHADA GRAM PANCHAYAT,Payment Success,277362
10214,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18324/2025-2026/231463,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,17-Mar-26,DOLIYA GRAM PANCHAYAT,Payment Success,400000
10215,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18311/2025-2026/255972,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,15-Jun-26,Vasudeva Steel Traders,Payment Success,88370
10216,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18311/2025-2026/255974,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,20-Mar-26,Vasudeva Steel Traders,Payment Success,133918
10217,Punjab,Construction of community centers and community halls,WS/MP18155/2025-2026/257077,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),22-Jun-26,Billa Bricks Manufacting,Payment Success,49200
10218,Punjab,Construction of community centers and community halls,WS/MP18155/2025-2026/257077,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),22-Jun-26,Billa Bricks Manufacting,Payment Success,49200
10219,Punjab,Construction of community centers and community halls,WS/MP18155/2025-2026/257077,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),22-Jun-26,Billa Bricks Manufacting,Payment Success,45100
10220,Punjab,Construction of community centers and community halls,WS/MP18155/2025-2026/257077,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),22-Jun-26,Billa Bricks Manufacting,Payment Success,45100
10221,Punjab,Providing drains and gutters for public drainage,WS/MP18155/2025-2026/270910,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),27-Apr-26,Billa Bricks Manufacting,Payment Success,12150
10222,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP380/2025-2026/243156,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Shri Amar Singh,FATEHGARH SAHIB(SC),01-Jul-26,harmesh singh,Payment Success,7500
10223,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP380/2025-2026/243156,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Shri Amar Singh,FATEHGARH SAHIB(SC),01-Jul-26,harmesh singh,Payment Success,4500
10224,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP380/2025-2026/243156,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Shri Amar Singh,FATEHGARH SAHIB(SC),13-Mar-26,harmesh singh,Payment Success,43584
10225,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP380/2025-2026/243156,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Shri Amar Singh,FATEHGARH SAHIB(SC),01-Jul-26,harmesh singh,Payment Success,87168
10226,Kerala,Purchase of vans and buses for educational institutions,WS/MP348/2025-2026/218171,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Benny Behanan,CHALAKUDY,16-Mar-26,HEADMISTRESS GOVT HSS CHOWARA,Payment Success,85000
10227,Tamil Nadu,Construction of community centers and community halls,WS/MP394/2025-2026/136038,KANNIYAKUMARI(DISTRICT COLLECTOR KANNIYAKUMARI_IDA),Shri vijayakumar Vasanth,KANNIYAKUMARI,12-Mar-26,S ANILKUMAR,Payment Success,958811
10228,Uttar Pradesh,Construction of community centers and community halls,WS/MP18221/2025-2026/259976,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),30-Mar-26,Dhamras Infrastructure Private Limited,Payment Success,299141
10229,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18221/2025-2026/260006,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),30-Mar-26,Dhamras Infrastructure Private Limited,Payment Success,597776
10230,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259955,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),30-Mar-26,Dhamras Infrastructure Private Limited,Payment Success,518759
10231,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259955,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),12-Aug-26,Dhamras Infrastructure Private Limited,Payment Success,347030
10232,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18221/2025-2026/260006,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),13-Aug-26,Dhamras Infrastructure Private Limited,Payment Success,399709
10233,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259960,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,Narayan Contractor and supplier,Payment Success,498567
10234,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259948,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,Narayan Contractor and supplier,Payment Success,377730
10235,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259949,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,Narayan Contractor and supplier,Payment Success,413455
10236,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259949,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),12-Aug-26,Narayan Contractor and supplier,Payment Success,277001
10237,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259948,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),12-Aug-26,Narayan Contractor and supplier,Payment Success,264586
10238,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259960,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),12-Aug-26,Narayan Contractor and supplier,Payment Success,332272
10239,Uttar Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18221/2025-2026/259991,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,KANHA CONSTRUCTION,Payment Success,415267
10240,Uttar Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18221/2025-2026/259992,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,KANHA CONSTRUCTION,Payment Success,415267
10241,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259959,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,KANHA CONSTRUCTION,Payment Success,782187
10242,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259954,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,KANHA CONSTRUCTION,Payment Success,599009
10243,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259961,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,KANHA CONSTRUCTION,Payment Success,392229
10244,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18221/2025-2026/259997,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,KANHA CONSTRUCTION,Payment Success,354487
10245,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18221/2025-2026/260000,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,KANHA CONSTRUCTION,Payment Success,597884
10246,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259953,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,KANHA CONSTRUCTION,Payment Success,400062
10247,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259951,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,KANHA CONSTRUCTION,Payment Success,1081261
10248,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259952,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,KANHA CONSTRUCTION,Payment Success,596671
10249,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18221/2025-2026/260004,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),01-Apr-26,KANHA CONSTRUCTION,Payment Success,599864
10250,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259950,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),13-Mar-26,KANHA CONSTRUCTION,Payment Success,1008152
10251,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259956,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),30-Mar-26,KANHA CONSTRUCTION,Payment Success,421103
10252,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18221/2025-2026/259958,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),30-Mar-26,KANHA CONSTRUCTION,Payment Success,493133
10253,Uttar Pradesh,Construction of community centers and community halls,WS/MP18221/2025-2026/260008,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),30-Mar-26,KANHA CONSTRUCTION,Payment Success,1198983
